name	craft	giTag	district	state	coordinates	significance	odopProduct	heritageNote	description	Address	Looms Available	Weaver / Owner
Artisan MIZ-108	Terracotta Clay Art	N/A	East District	Mizoram	[21.0000, 79.0000]	8	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Mizoram	N/A	Artisan MIZ-108
Artisan MIZ-109	Bamboo Basketry	N/A	North District	Mizoram	[22.0000, 80.0000]	9	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Mizoram	N/A	Artisan MIZ-109
Artisan MIZ-110	Handloom Textile	N/A	Central District	Mizoram	[20.0000, 78.0000]	8	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Mizoram	N/A	Artisan MIZ-110
Artisan MIZ-111	Terracotta Clay Art	N/A	East District	Mizoram	[21.0000, 79.0000]	9	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Mizoram	N/A	Artisan MIZ-111
Artisan MIZ-112	Bamboo Basketry	N/A	North District	Mizoram	[22.0000, 80.0000]	8	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Mizoram	N/A	Artisan MIZ-112
Artisan MIZ-113	Handloom Textile	N/A	Central District	Mizoram	[20.0000, 78.0000]	9	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Mizoram	N/A	Artisan MIZ-113
Artisan MIZ-114	Terracotta Clay Art	N/A	East District	Mizoram	[21.0000, 79.0000]	8	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Mizoram	N/A	Artisan MIZ-114
Artisan MIZ-115	Bamboo Basketry	N/A	North District	Mizoram	[22.0000, 80.0000]	9	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Mizoram	N/A	Artisan MIZ-115
Artisan SIK-101	Handloom Textile	N/A	Central District	Sikkim	[20.0000, 78.0000]	9	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Sikkim	N/A	Artisan SIK-101
Artisan SIK-102	Terracotta Clay Art	N/A	East District	Sikkim	[21.0000, 79.0000]	8	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Sikkim	N/A	Artisan SIK-102
Artisan SIK-103	Bamboo Basketry	N/A	North District	Sikkim	[22.0000, 80.0000]	9	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Sikkim	N/A	Artisan SIK-103
Artisan SIK-104	Handloom Textile	N/A	Central District	Sikkim	[20.0000, 78.0000]	8	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Sikkim	N/A	Artisan SIK-104
Artisan SIK-105	Terracotta Clay Art	N/A	East District	Sikkim	[21.0000, 79.0000]	9	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Sikkim	N/A	Artisan SIK-105
Artisan SIK-106	Bamboo Basketry	N/A	North District	Sikkim	[22.0000, 80.0000]	8	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Sikkim	N/A	Artisan SIK-106
Artisan SIK-107	Handloom Textile	N/A	Central District	Sikkim	[20.0000, 78.0000]	9	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Sikkim	N/A	Artisan SIK-107
Artisan SIK-108	Terracotta Clay Art	N/A	East District	Sikkim	[21.0000, 79.0000]	8	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Sikkim	N/A	Artisan SIK-108
Artisan SIK-109	Bamboo Basketry	N/A	North District	Sikkim	[22.0000, 80.0000]	9	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Sikkim	N/A	Artisan SIK-109
Artisan SIK-110	Handloom Textile	N/A	Central District	Sikkim	[20.0000, 78.0000]	8	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Sikkim	N/A	Artisan SIK-110
Artisan SIK-111	Terracotta Clay Art	N/A	East District	Sikkim	[21.0000, 79.0000]	9	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Sikkim	N/A	Artisan SIK-111
Artisan SIK-112	Bamboo Basketry	N/A	North District	Sikkim	[22.0000, 80.0000]	8	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Sikkim	N/A	Artisan SIK-112
Artisan SIK-113	Handloom Textile	N/A	Central District	Sikkim	[20.0000, 78.0000]	9	Handloom Textile Specialty	Traditional regional craft passed down through heritage families.	Master craft specialist creating premium Handloom Textile. Registered generational family unit.	Artisan Cluster, Central District, Sikkim	N/A	Artisan SIK-113
Artisan SIK-114	Terracotta Clay Art	N/A	East District	Sikkim	[21.0000, 79.0000]	8	Terracotta Clay Art Specialty	Hand-fired soil pottery made using local earthy clay blends.	Master craft specialist creating premium Terracotta Clay Art. Registered generational family unit.	Artisan Cluster, East District, Sikkim	N/A	Artisan SIK-114
Artisan SIK-115	Bamboo Basketry	N/A	North District	Sikkim	[22.0000, 80.0000]	9	Bamboo Basketry Specialty	Woven utility products structured using splits of mature forest timber stems.	Master craft specialist creating premium Bamboo Basketry. Registered generational family unit.	Artisan Cluster, North District, Sikkim	N/A	Artisan SIK-115
Artisan AND-101	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-101
Artisan AND-102	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-102
Artisan AND-103	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-103
Artisan AND-104	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-104
Artisan AND-105	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-105
Artisan AND-106	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-106
Artisan AND-107	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-107
Artisan AND-108	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-108
Artisan AND-109	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-109
Artisan AND-110	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-110
Artisan AND-111	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-111
Artisan AND-112	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-112
Artisan AND-113	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-113
Artisan AND-114	Kondapalli Toys	N/A	Krishna	Andhra Pradesh	[16.6112, 80.5412]	8	Kondapalli Toys Specialty	Lightweight soft-wood toys hand-carved using seasoned Tella Poniki wood stems.	Master craft specialist creating premium Kondapalli Toys. Registered generational family unit.	Artisan Cluster, Krishna, Andhra Pradesh	N/A	Artisan AND-114
Artisan AND-115	Kalamkari Art	N/A	Srikalahasti	Andhra Pradesh	[13.7498, 79.7029]	9	Kalamkari Art Specialty	Mythological scenes drawn freehand using a bamboo pen with natural dye fixatives.	Master craft specialist creating premium Kalamkari Art. Registered generational family unit.	Artisan Cluster, Srikalahasti, Andhra Pradesh	N/A	Artisan AND-115
Artisan TEL-101	Pochampally Ikat	N/A	Yadadri Bhuvanagiri	Telangana	[17.3500, 78.8167]	9	Pochampally Ikat Specialty	Warp and weft yarn pre-dyed meticulously into complex mathematical tie configurations.	Master craft specialist creating premium Pochampally Ikat. Registered generational family unit.	Artisan Cluster, Yadadri Bhuvanagiri, Telangana	N/A	Artisan TEL-101
Artisan TEL-102	Bidri Sheet Ware	N/A	Hyderabad	Telangana	[17.3850, 78.4867]	8	Bidri Sheet Ware Specialty	Silver wire layouts inlaid into dark zinc-copper alloy matrices blackened with clay mud.	Master craft specialist creating premium Bidri Sheet Ware. Registered generational family unit.	Artisan Cluster, Hyderabad, Telangana	N/A	Artisan TEL-102
Artisan TEL-103	Silver Filigree	N/A	Karimnagar	Telangana	[18.4352, 79.1040]	9	Silver Filigree Specialty	Delicate loop lattices twisted from high-grade melted pure silver wire runs.	Master craft specialist creating premium Silver Filigree. Registered generational family unit.	Artisan Cluster, Karimnagar, Telangana	N/A	Artisan TEL-103
Artisan TEL-104	Pochampally Ikat	N/A	Yadadri Bhuvanagiri	Telangana	[17.3500, 78.8167]	8	Pochampally Ikat Specialty	Warp and weft yarn pre-dyed meticulously into complex mathematical tie configurations.	Master craft specialist creating premium Pochampally Ikat. Registered generational family unit.	Artisan Cluster, Yadadri Bhuvanagiri, Telangana	N/A	Artisan TEL-104
Artisan TEL-105	Bidri Sheet Ware	N/A	Hyderabad	Telangana	[17.3850, 78.4867]	9	Bidri Sheet Ware Specialty	Silver wire layouts inlaid into dark zinc-copper alloy matrices blackened with clay mud.	Master craft specialist creating premium Bidri Sheet Ware. Registered generational family unit.	Artisan Cluster, Hyderabad, Telangana	N/A	Artisan TEL-105
Artisan TEL-106	Silver Filigree	N/A	Karimnagar	Telangana	[18.4352, 79.1040]	8	Silver Filigree Specialty	Delicate loop lattices twisted from high-grade melted pure silver wire runs.	Master craft specialist creating premium Silver Filigree. Registered generational family unit.	Artisan Cluster, Karimnagar, Telangana	N/A	Artisan TEL-106
Artisan TEL-107	Pochampally Ikat	N/A	Yadadri Bhuvanagiri	Telangana	[17.3500, 78.8167]	9	Pochampally Ikat Specialty	Warp and weft yarn pre-dyed meticulously into complex mathematical tie configurations.	Master craft specialist creating premium Pochampally Ikat. Registered generational family unit.	Artisan Cluster, Yadadri Bhuvanagiri, Telangana	N/A	Artisan TEL-107
Artisan TEL-108	Bidri Sheet Ware	N/A	Hyderabad	Telangana	[17.3850, 78.4867]	8	Bidri Sheet Ware Specialty	Silver wire layouts inlaid into dark zinc-copper alloy matrices blackened with clay mud.	Master craft specialist creating premium Bidri Sheet Ware. Registered generational family unit.	Artisan Cluster, Hyderabad, Telangana	N/A	Artisan TEL-108
Artisan TEL-109	Silver Filigree	N/A	Karimnagar	Telangana	[18.4352, 79.1040]	9	Silver Filigree Specialty	Delicate loop lattices twisted from high-grade melted pure silver wire runs.	Master craft specialist creating premium Silver Filigree. Registered generational family unit.	Artisan Cluster, Karimnagar, Telangana	N/A	Artisan TEL-109
Artisan TEL-110	Pochampally Ikat	N/A	Yadadri Bhuvanagiri	Telangana	[17.3500, 78.8167]	8	Pochampally Ikat Specialty	Warp and weft yarn pre-dyed meticulously into complex mathematical tie configurations.	Master craft specialist creating premium Pochampally Ikat. Registered generational family unit.	Artisan Cluster, Yadadri Bhuvanagiri, Telangana	N/A	Artisan TEL-110
Artisan TEL-111	Bidri Sheet Ware	N/A	Hyderabad	Telangana	[17.3850, 78.4867]	9	Bidri Sheet Ware Specialty	Silver wire layouts inlaid into dark zinc-copper alloy matrices blackened with clay mud.	Master craft specialist creating premium Bidri Sheet Ware. Registered generational family unit.	Artisan Cluster, Hyderabad, Telangana	N/A	Artisan TEL-111
Artisan TEL-112	Silver Filigree	N/A	Karimnagar	Telangana	[18.4352, 79.1040]	8	Silver Filigree Specialty	Delicate loop lattices twisted from high-grade melted pure silver wire runs.	Master craft specialist creating premium Silver Filigree. Registered generational family unit.	Artisan Cluster, Karimnagar, Telangana	N/A	Artisan TEL-112
Artisan TEL-113	Pochampally Ikat	N/A	Yadadri Bhuvanagiri	Telangana	[17.3500, 78.8167]	9	Pochampally Ikat Specialty	Warp and weft yarn pre-dyed meticulously into complex mathematical tie configurations.	Master craft specialist creating premium Pochampally Ikat. Registered generational family unit.	Artisan Cluster, Yadadri Bhuvanagiri, Telangana	N/A	Artisan TEL-113
Artisan TEL-114	Bidri Sheet Ware	N/A	Hyderabad	Telangana	[17.3850, 78.4867]	8	Bidri Sheet Ware Specialty	Silver wire layouts inlaid into dark zinc-copper alloy matrices blackened with clay mud.	Master craft specialist creating premium Bidri Sheet Ware. Registered generational family unit.	Artisan Cluster, Hyderabad, Telangana	N/A	Artisan TEL-114
Artisan TEL-115	Silver Filigree	N/A	Karimnagar	Telangana	[18.4352, 79.1040]	9	Silver Filigree Specialty	Delicate loop lattices twisted from high-grade melted pure silver wire runs.	Master craft specialist creating premium Silver Filigree. Registered generational family unit.	Artisan Cluster, Karimnagar, Telangana	N/A	Artisan TEL-115
Artisan KAR-101	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-101
Artisan KAR-102	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-102
Artisan KAR-103	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-103
Artisan KAR-104	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-104
Artisan KAR-105	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-105
Artisan KAR-106	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-106
Artisan KAR-107	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-107
Artisan KAR-108	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-108
Artisan KAR-109	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-109
Artisan KAR-110	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-110
Artisan KAR-111	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-111
Artisan KAR-112	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-112
Artisan KAR-113	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-113
Artisan KAR-114	Channapatna Toys	N/A	Ramanagara	Karnataka	[12.6514, 77.2142]	8	Channapatna Toys Specialty	Smooth ivory-wood lacquer turned models tinted completely with safe organic vegetable dyes.	Master craft specialist creating premium Channapatna Toys. Registered generational family unit.	Artisan Cluster, Ramanagara, Karnataka	N/A	Artisan KAR-114
Artisan KAR-115	Mysore Pure Silk	N/A	Mysuru	Karnataka	[12.2958, 76.6394]	9	Mysore Pure Silk Specialty	High-density fine gold zari single-toned premium sarees patronized by local royalty.	Master craft specialist creating premium Mysore Pure Silk. Registered generational family unit.	Artisan Cluster, Mysuru, Karnataka	2	Artisan KAR-115
Artisan TAM-101	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-101
Artisan TAM-102	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-102
Artisan TAM-103	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-103
Artisan TAM-104	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-104
Artisan TAM-105	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-105
Artisan TAM-106	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-106
Artisan TAM-107	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-107
Artisan TAM-108	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-108
Artisan TAM-109	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-109
Artisan TAM-110	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-110
Artisan TAM-111	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-111
Artisan TAM-112	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-112
Artisan TAM-113	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-113
Artisan TAM-114	Tanjore Gold Art	N/A	Thanjavur	Tamil Nadu	[10.7870, 79.1378]	8	Tanjore Gold Art Specialty	Gilded sacred panel paintings layered with pure gold foils and uncut semi-precious stone settings.	Master craft specialist creating premium Tanjore Gold Art. Registered generational family unit.	Artisan Cluster, Thanjavur, Tamil Nadu	N/A	Artisan TAM-114
Artisan TAM-115	Kanchipuram Silk	N/A	Kanchipuram	Tamil Nadu	[12.8342, 79.7037]	9	Kanchipuram Silk Specialty	Heavy handloom silk saris featuring solid interlocking double-body contrast warp joins.	Master craft specialist creating premium Kanchipuram Silk. Registered generational family unit.	Artisan Cluster, Kanchipuram, Tamil Nadu	2	Artisan TAM-115
Artisan KER-101	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-101
Artisan KER-102	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-102
